gauge_id,station_type,daily_flow_period_start,daily_flow_period_end,daily_flow_perc_complete,hourly_flow_period_start,hourly_flow_period_end,hourly_flow_perc_complete,bankfull_flow,structurefull_flow,max_gauging_flow_date,max_gauging_flow,max_daily_flow,daily_flow_extrap_dur,max_hourly_flow,hourly_flow_extrap_dur,q5_uncert_upper,q5_uncert_lower,q25_uncert_upper,q25_uncert_lower,q50_uncert_upper,q50_uncert_lower,q75_uncert_upper,q75_uncert_lower,q95_uncert_upper,q95_uncert_lower,q99_uncert_upper,q99_uncert_lower,quncert_meta
37018,EW,1970-11-01,2022-09-30,99.84,1990-10-01 09:00:00,2022-10-01 08:00:00,99.80,8.39,20.00,11-Jun-2012 13:09:15,3.61,18.20,0.34,42.92,0.48,21.98,-20.65,22.96,-22.02,23.01,-22.35,20.90,-21.55,13.00,-13.43,11.80,-19.81,Calculated discharge uncertainties
37019,EW,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,97.85,9.58,26.00,08-Dec-1994 13:23:00,5.27,13.70,0.13,34.52,0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
37020,EW,1970-10-01,2022-09-30,99.95,1990-10-01 09:00:00,2022-10-01 08:00:00,99.05,12.00,11.00,01-Dec-1982 00:00:00,16.20,24.80,0.05,47.17,0.10,NaN,NaN,67.71,-68.84,47.85,-49.26,24.80,-24.83,31.72,-29.92,14.17,-14.15,Calculated discharge uncertainties
37031,C VA,1976-07-01,2022-09-30,88.54,1994-01-01 10:00:00,2022-10-01 08:00:00,87.66,40.00,1.30,02-Jan-2001 10:25:00,1.03,29.10,6.81,53.10,6.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
37033,MIS,1975-10-01,2022-09-30,87.24,1990-10-11 12:00:00,2022-10-01 08:00:00,93.46,20.00,NaN,21-Oct-2019 09:30:00,0.66,2.88,0.29,9.33,0.88,77.52,-72.47,77.52,-72.47,45.99,-44.64,32.10,-30.32,15.30,-13.23,NaN,NaN,Calculated discharge uncertainties
38001,MIS,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.35,51.68,40.00,17-Jan-2011 15:40:00,16.40,93.80,3.40,113.79,3.61,NaN,NaN,NaN,NaN,49.24,-53.26,75.04,-39.67,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
38003,FL,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.73,NaN,NaN,22-May-2024 08:34:28,2.13,2.43,0.01,5.70,0.09,14.22,-13.96,13.31,-13.12,13.93,-13.69,14.42,-14.39,13.78,-13.81,10.61,-10.44,Calculated discharge uncertainties
38004,FL+C,1979-10-01,2022-09-30,82.44,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,13.49,30.00,15-Mar-1964 12:00:00,13.71,18.20,0.04,29.23,0.06,30.35,-30.00,19.69,-20.02,14.63,-16.19,37.71,-38.53,27.16,-19.98,18.56,-17.42,Calculated discharge uncertainties
38007,FL,1970-10-01,2022-09-30,99.79,1990-10-01 09:00:00,2022-10-01 08:00:00,99.66,8.96,11.30,20-Dec-2012 11:08:32,4.57,5.37,0.01,14.08,0.10,25.64,-22.17,38.01,-36.70,17.70,-17.21,24.44,-22.05,15.02,-14.98,10.95,-10.51,Calculated discharge uncertainties
38012,FV,1974-04-01,2022-09-30,93.24,1990-10-01 09:00:00,2022-10-01 08:00:00,99.82,3.00,3.90,NaN,NaN,NaN,NaN,NaN,NaN,55.22,-52.56,30.02,-29.40,22.38,-22.26,31.97,-30.22,20.53,-19.03,12.72,-12.27,Calculated discharge uncertainties
38014,FV,1970-10-01,2022-09-30,98.98,1990-10-01 09:00:00,2022-10-01 08:00:00,99.84,6.01,15.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
38017,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.92,0.26,0.50,NaN,NaN,NaN,NaN,NaN,NaN,58.49,-55.79,35.59,-32.10,18.04,-17.38,13.42,-12.50,13.37,-13.43,10.58,-10.83,Calculated discharge uncertainties
38018,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,11-Jan-2016 12:02:26,6.40,9.31,0.09,18.03,0.15,28.64,-27.59,19.36,-18.22,13.64,-13.20,16.69,-16.40,13.36,-13.14,9.63,-9.26,Calculated discharge uncertainties
38021,FV,1971-09-01,2022-09-30,98.24,1990-10-01 09:00:00,2022-10-01 08:00:00,99.90,NaN,16.80,01-Jun-1983 10:30:00,18.23,7.47,0.00,18.85,0.00,14.85,-15.13,31.47,-23.07,19.35,-18.96,34.99,-27.95,46.12,-44.43,15.65,-13.29,Calculated discharge uncertainties
38026,FV,1974-08-01,2022-09-30,92.61,1990-10-01 09:00:00,2022-10-01 08:00:00,99.59,NaN,16.80,NaN,NaN,NaN,NaN,NaN,NaN,28.79,-27.35,26.19,-23.89,24.98,-24.98,16.01,-15.06,13.60,-18.12,10.36,-13.01,Calculated discharge uncertainties
38029,FV,1978-05-01,2022-09-30,85.42,1990-10-01 09:00:00,2022-10-01 08:00:00,99.88,NaN,11.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
38030,FV,1979-08-01,2022-09-30,83.01,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,NaN,24.40,NaN,NaN,NaN,NaN,NaN,NaN,19.42,-17.71,16.09,-15.09,12.70,-13.42,16.50,-16.98,16.55,-16.40,12.33,-11.89,Calculated discharge uncertainties
39001,US,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.43,450.00,NaN,10-Feb-2014 11:32:30,469.32,531.00,0.04,505.84,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
39002,MIS,1970-10-01,2015-12-31,87.02,1992-03-01 10:00:00,2018-02-01 09:00:00,80.70,NaN,NaN,08-Jan-1994 12:50:00,158.00,236.00,0.64,237.40,1.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
39004,VA,1971-10-01,2016-09-30,77.63,1990-10-01 09:00:00,2019-03-07 05:00:00,84.24,NaN,13.10,12-Nov-2002 12:01:00,2.36,2.13,0.00,7.45,0.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
39005,FL,1970-10-01,2022-09-30,94.76,1990-10-01 09:00:00,2022-10-01 08:00:00,99.26,NaN,28.30,20-Jul-2007 12:04:00,13.68,8.89,0.00,18.14,0.01,24.30,-24.53,22.14,-22.30,18.95,-18.57,40.15,-40.48,31.65,-31.47,43.22,-39.75,Calculated discharge uncertainties
39006,US,1970-10-01,2022-09-30,99.99,1990-10-01 09:00:00,2022-10-01 08:00:00,98.87,NaN,NaN,07-Jan-2014 14:54:46,13.70,31.50,0.70,31.90,1.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
39007,CC,1970-10-01,2022-09-30,99.98,1990-10-01 09:00:00,2022-10-01 08:00:00,82.97,NaN,26.00,17-Feb-2020 13:01:30,27.99,33.40,0.03,35.58,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
39008,MIS,1970-10-01,2017-09-30,90.23,1992-03-01 10:00:00,2020-03-06 04:00:00,76.92,NaN,NaN,26-Nov-2012 11:45:00,76.44,101.00,0.72,156.07,1.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
39010,B,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,96.15,NaN,17.50,09-Feb-2014 12:45:56,19.90,21.70,0.02,23.42,0.03,17.73,-17.14,14.87,-14.39,14.17,-14.25,13.02,-12.97,7.63,-7.99,NaN,NaN,Calculated discharge uncertainties
39011,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.86,NaN,37.50,06-Jan-2014 10:55:30,22.30,36.20,0.29,43.35,0.53,19.48,-18.38,20.53,-20.42,15.97,-16.55,17.22,-17.32,18.00,-17.87,12.85,-12.64,Calculated discharge uncertainties
39012,B,1970-10-01,2022-09-30,98.10,1990-10-01 09:00:00,2022-10-01 08:00:00,99.69,NaN,36.00,20-Jul-2007 14:14:00,19.45,10.80,0.00,23.44,0.01,15.41,-14.62,15.72,-14.01,20.24,-20.78,31.98,-32.48,25.53,-25.38,16.58,-16.03,Calculated discharge uncertainties
39014,CC,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.96,NaN,9.80,22-May-2024 10:15:23,2.13,2.97,0.18,3.07,0.30,NaN,NaN,14.66,-13.37,13.93,-13.20,13.05,-12.68,9.89,-9.72,NaN,NaN,Calculated discharge uncertainties
39015,C IV,1970-10-01,2016-09-30,88.46,1990-10-01 09:00:00,2022-10-01 08:00:00,99.66,NaN,3.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
39016,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.39,NaN,NaN,02-Jan-2003 15:30:00,54.19,48.86,0.00,76.30,0.01,16.62,-16.48,14.81,-14.56,10.92,-10.85,13.67,-13.49,13.70,-13.54,9.40,-9.30,Calculated discharge uncertainties
39017,FV,1970-10-01,2022-09-30,94.22,1990-10-01 09:00:00,2022-10-01 08:00:00,95.42,NaN,6.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
39019,C,1970-10-01,2019-11-01,94.40,1990-10-01 09:00:00,2019-11-01 13:00:00,90.68,NaN,17.00,03-Feb-1993 14:30:00,3.66,9.53,4.36,9.87,6.92,13.39,-13.22,14.16,-13.86,11.68,-11.97,12.61,-12.38,9.74,-9.73,NaN,NaN,Calculated discharge uncertainties
39020,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.92,NaN,NaN,18-Feb-2014 14:35:39,7.23,7.25,0.01,7.32,0.01,20.23,-20.66,13.72,-14.56,12.88,-11.84,10.59,-9.56,10.73,-13.03,10.34,-11.99,Calculated discharge uncertainties
39021,CC+CB,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.39,NaN,74.00,26-Nov-2012 13:45:00,50.78,71.80,0.01,113.76,0.02,24.44,-24.68,15.91,-16.18,12.98,-13.42,11.19,-11.63,13.33,-13.48,10.08,-9.48,Calculated discharge uncertainties
39022,C,1970-10-01,2022-09-30,99.99,1990-10-01 09:00:00,2022-10-01 08:00:00,99.18,NaN,50.00,NaN,NaN,NaN,NaN,NaN,NaN,20.34,-19.47,14.49,-13.68,31.74,-32.45,33.15,-33.18,32.46,-31.42,21.80,-20.46,Calculated discharge uncertainties
39023,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.00,NaN,12.00,26-Apr-2001 10:00:00,2.85,3.35,0.16,4.39,0.35,NaN,NaN,14.79,-14.26,11.02,-11.07,13.30,-12.92,9.56,-9.59,8.56,-8.42,Calculated discharge uncertainties
39025,CC,1970-10-01,2022-09-20,99.84,1990-10-01 09:00:00,2022-09-20 17:00:00,97.19,NaN,32.00,10-Dec-2023 11:08:00,5.38,26.50,3.80,32.27,4.26,25.09,-24.28,13.77,-15.83,13.67,-13.68,18.79,-17.67,61.46,-64.62,28.53,-29.66,Calculated discharge uncertainties
39027,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.87,NaN,16.00,03-Jan-2003 13:55:00,2.82,8.04,0.48,8.12,0.66,20.36,-19.87,18.50,-17.70,15.08,-14.27,18.23,-17.05,36.35,-34.33,19.56,-18.63,Calculated discharge uncertainties
39028,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.84,NaN,12.00,29-Jan-2014 11:56:13,2.20,3.26,0.65,4.16,0.94,19.77,-18.78,18.82,-17.69,14.02,-13.40,16.43,-15.20,12.51,-12.09,NaN,NaN,Calculated discharge uncertainties
39029,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.85,NaN,NaN,28-Dec-1979 12:00:00,3.30,4.16,0.01,3.25,0.00,12.58,-11.90,13.22,-12.60,14.68,-14.72,12.33,-12.24,16.47,-16.57,25.92,-25.85,Calculated discharge uncertainties
39034,CC+CB,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.98,NaN,59.80,08-Mar-2007 12:05:00,19.40,51.40,0.56,74.72,0.98,41.61,-40.68,27.53,-27.88,49.97,-49.39,26.00,-25.84,14.17,-14.15,9.52,-9.69,Calculated discharge uncertainties
39035,CC,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.47,NaN,15.90,09-Dec-2009 16:12:00,5.00,4.60,0.00,4.21,0.00,NaN,NaN,34.04,-33.40,21.39,-20.09,13.35,-12.23,15.64,-14.91,12.08,-11.69,Calculated discharge uncertainties
39036,TP,1970-10-01,2022-09-30,98.59,1990-10-01 09:00:00,2022-10-01 08:00:00,98.63,NaN,0.90,06-Jan-2014 13:39:24,0.74,0.65,0.00,1.04,0.01,NaN,NaN,27.93,-25.06,28.32,-26.82,18.37,-18.73,19.02,-19.08,22.34,-22.35,Calculated discharge uncertainties
39037,C B,1972-02-01,2022-09-30,97.43,1990-10-01 09:00:00,2022-10-01 08:00:00,99.92,NaN,36.30,29-Jan-2014 15:07:21,5.66,10.10,0.17,11.44,0.27,39.07,-35.96,31.17,-30.05,19.83,-18.94,24.49,-21.47,14.58,-18.38,9.19,-9.53,Calculated discharge uncertainties
39042,C,1972-10-01,2022-09-30,96.06,1990-10-01 09:00:00,2022-10-01 08:00:00,99.57,NaN,8.60,27-Nov-2012 11:29:15,5.60,6.25,0.03,6.30,0.05,48.27,-45.02,23.91,-23.61,15.23,-14.06,23.21,-22.79,15.55,-14.66,13.93,-13.22,Calculated discharge uncertainties
39049,FV,1973-12-01,2022-09-30,93.43,1990-10-01 09:00:00,2022-10-01 08:00:00,99.97,NaN,NaN,21-Oct-1977 10:30:00,10.65,8.55,0.00,24.66,0.03,46.77,-46.46,30.71,-30.40,31.09,-31.41,29.60,-28.45,25.57,-23.30,21.38,-18.07,Calculated discharge uncertainties
39052,MIS,1970-10-01,2022-09-30,99.98,1990-10-01 09:00:00,2022-10-01 08:00:00,99.71,NaN,26.00,18-Jan-2011 09:20:00,5.30,9.50,0.12,18.09,0.19,NaN,NaN,23.61,-23.02,45.97,-46.72,24.24,-24.13,30.59,-29.88,21.68,-21.64,Calculated discharge uncertainties
39054,US,1970-10-01,2022-09-30,86.58,1990-10-01 09:00:00,2022-10-01 08:00:00,81.81,NaN,12.30,17-Jan-2014 11:28:49,17.28,10.07,0.00,19.82,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
39056,FL,1977-12-01,2022-09-30,86.22,1990-10-01 09:00:00,2022-10-01 08:00:00,99.87,NaN,NaN,29-Nov-1976 12:00:00,7.35,8.32,0.01,25.35,0.21,25.82,-23.94,34.76,-32.25,36.83,-37.95,24.10,-26.62,17.19,-17.17,12.57,-14.06,Calculated discharge uncertainties
39061,FV,1971-05-01,2022-09-30,97.76,1990-12-11 12:00:00,2022-10-01 08:00:00,96.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.14,-28.62,22.05,-22.91,32.83,-31.86,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
39065,FV,1970-10-01,2022-09-30,90.76,1991-07-17 16:00:00,2022-10-01 08:00:00,96.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
39069,MIS,1972-12-01,2022-09-30,92.94,1990-10-01 09:00:00,2022-10-01 08:00:00,99.90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.41,-18.49,21.32,-21.77,18.55,-17.73,17.11,-16.67,24.06,-25.05,22.83,-21.53,Calculated discharge uncertainties
39072,US,1979-07-20,2022-09-30,83.08,1990-10-01 12:00:00,2022-10-01 08:00:00,93.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.06,-42.81,48.02,-46.85,21.97,-21.76,10.32,-10.35,Calculated discharge uncertainties
39078,MIS,1978-02-01,2022-09-30,85.46,1990-10-01 09:00:00,2022-10-01 08:00:00,99.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.65,-28.43,25.79,-26.34,16.71,-16.57,20.07,-20.01,16.11,-15.70,8.87,-8.26,Calculated discharge uncertainties
39081,CC,1970-10-01,2022-09-30,98.40,1990-10-01 09:00:00,2022-10-01 08:00:00,99.86,NaN,22.70,26-Sep-2024 12:25:00,8.35,25.89,1.11,35.26,0.70,34.89,-33.94,21.69,-20.94,14.11,-13.62,15.89,-15.75,13.43,-12.51,14.33,-16.46,Calculated discharge uncertainties
39087,US,1974-02-01,2022-09-30,91.23,1990-10-01 09:00:00,2022-10-01 08:00:00,94.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
39088,C,1974-07-01,2022-09-30,92.79,1991-01-01 00:00:00,2022-10-01 08:00:00,98.92,NaN,NaN,07-Mar-2014 13:57:00,1.47,2.34,0.93,2.47,1.44,24.49,-22.78,20.09,-18.27,12.63,-12.58,10.20,-9.54,8.73,-9.45,NaN,NaN,Calculated discharge uncertainties
39095,FL,1978-07-03,2017-07-25,75.12,1990-10-01 09:00:00,2017-07-26 05:00:00,83.61,NaN,8.00,NaN,NaN,NaN,NaN,NaN,NaN,45.51,-43.39,75.24,-56.43,23.97,-25.43,30.90,-29.33,26.27,-25.96,19.95,-19.99,Calculated discharge uncertainties
39099,FV,1983-05-01,2022-09-30,75.81,1990-10-01 09:00:00,2022-10-01 08:00:00,99.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.21,-76.51,18.86,-17.21,14.41,-13.21,13.97,-13.32,8.38,-8.26,8.94,-8.33,Calculated discharge uncertainties
39101,FV,1982-03-01,2015-09-30,64.59,,,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
39105,US,1989-05-18,2022-09-30,63.89,1990-10-01 09:00:00,2022-10-01 08:00:00,96.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
39108,FV,1990-12-01,2022-09-30,60.35,1990-12-01 10:00:00,2022-10-01 08:00:00,97.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101.26,-58.95,24.34,-23.24,21.21,-20.26,19.13,-18.96,9.01,-8.74,NaN,NaN,Calculated discharge uncertainties
39114,FV,1991-10-01,2022-09-30,57.69,1992-10-27 14:00:00,2022-10-01 08:00:00,90.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.81,-28.23,17.87,-17.44,12.71,-12.76,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
39120,FV,1991-10-18,2022-09-30,59.53,1991-10-18 10:00:00,2022-10-01 08:00:00,89.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.43,-46.81,32.26,-29.08,11.95,-12.72,17.94,-17.99,Calculated discharge uncertainties
39125,FV,1993-02-16,2022-09-30,56.96,1990-10-01 09:00:00,2022-10-01 08:00:00,94.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.29,-46.20,24.72,-24.49,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
39127,TPC,1993-10-21,2022-09-30,55.66,1993-10-21 13:00:00,2022-10-01 08:00:00,88.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
39141,US,1996-10-01,2022-09-30,47.94,1996-02-23 11:00:00,2022-10-01 08:00:00,81.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.93,-69.36,41.38,-40.83,83.30,-82.87,52.81,-53.02,25.51,-25.84,Calculated discharge uncertainties
39142,C,1995-10-01,2022-09-30,51.92,1995-07-02 10:00:00,2022-10-01 08:00:00,84.30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.43,-27.93,20.23,-19.90,26.46,-23.31,18.82,-18.13,10.29,-10.92,NaN,NaN,Calculated discharge uncertainties
39143,C,1995-10-01,2022-09-30,51.92,1995-08-12 20:00:00,2022-10-01 08:00:00,84.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.72,-29.30,18.77,-18.78,15.82,-16.00,11.01,-10.81,11.71,-11.37,9.65,-9.35,Calculated discharge uncertainties
39144,C,1995-05-26,2022-09-30,52.59,1995-05-26 14:00:00,2022-10-01 08:00:00,85.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.15,-29.78,19.38,-19.09,11.93,-11.73,11.08,-10.58,9.57,-9.11,9.68,-9.28,Calculated discharge uncertainties
40003,MIS,1970-10-01,2022-09-30,99.62,1990-10-01 09:00:00,2022-10-01 08:00:00,99.14,NaN,14.00,11-Nov-1960 00:00:00,298.96,335.00,0.01,351.47,0.01,NaN,NaN,24.79,-25.00,16.27,-16.29,8.47,-8.48,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
40004,FVUS,1970-10-01,2022-09-30,97.85,1990-10-01 09:00:00,2022-10-01 08:00:00,97.16,NaN,2.50,06-Nov-2000 13:35:00,65.36,104.00,0.03,134.82,0.08,27.99,-26.18,24.59,-23.86,33.22,-27.48,16.24,-11.51,8.91,-8.62,10.17,-10.44,Calculated discharge uncertainties
40005,FVUS,1970-10-01,2022-09-30,98.47,1990-10-01 09:00:00,2022-10-01 08:00:00,98.14,NaN,NaN,31-Oct-2000 09:06:00,78.78,79.40,0.01,101.91,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
40006,EM,1970-10-01,2022-09-30,82.24,1990-10-01 09:00:00,2022-10-01 08:00:00,93.87,NaN,12.70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
40007,FLVA,1970-10-01,2022-09-30,99.66,1990-10-01 09:00:00,2022-10-01 08:00:00,99.92,NaN,8.50,03-Nov-1960 12:06:00,100.89,75.90,0.00,96.88,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
40009,FV,1970-10-01,2022-09-30,97.76,1990-10-01 09:00:00,2022-10-01 08:00:00,96.35,50.00,11.40,30-Oct-2000 14:30:00,54.48,57.30,0.01,132.48,0.02,16.03,-15.01,9.70,-9.95,11.60,-11.48,11.39,-10.69,13.12,-12.38,10.37,-8.47,Calculated discharge uncertainties
40010,C VA US,1970-10-01,2022-09-30,95.34,1990-10-01 09:00:00,2022-10-01 08:00:00,99.67,60.00,4.30,01-Oct-2019 10:45:00,1.03,80.70,32.80,118.04,29.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
40011,B VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.96,NaN,46.00,07-Nov-2000 17:33:00,33.13,30.90,0.00,33.11,0.00,20.52,-19.83,14.03,-14.45,15.21,-15.03,17.35,-16.49,7.51,-7.38,9.15,-9.10,Calculated discharge uncertainties
40012,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.92,NaN,27.00,18-Jan-2014 14:03:48,10.60,8.43,0.00,10.81,0.00,NaN,NaN,23.57,-22.59,18.25,-18.15,10.63,-10.58,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
40013,CC,1970-10-01,2022-09-30,99.95,1990-10-01 09:00:00,2022-10-01 08:00:00,99.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.42,-23.23,15.23,-15.95,14.09,-13.88,6.18,-6.52,7.13,-7.14,NaN,NaN,Calculated discharge uncertainties
40016,FV,1970-10-01,2022-09-30,99.32,1990-10-01 09:00:00,2022-10-01 08:00:00,98.74,NaN,NaN,24-Feb-2010 10:52:00,1.12,13.40,5.08,29.67,6.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
40017,C,1971-01-01,2022-09-30,91.85,1990-10-01 09:00:00,2022-10-01 08:00:00,99.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
40018,CB,1970-10-01,2022-09-30,98.58,1990-10-01 09:00:00,2022-10-01 08:00:00,97.67,NaN,NaN,18-Jan-2014 12:58:15,9.84,10.40,0.01,12.37,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
4001,VA,1976-01-01,2022-09-30,89.90,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,185.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.72,-15.51,14.07,-13.61,10.94,-10.89,9.35,-9.32,8.38,-8.42,8.13,-8.44,Calculated discharge uncertainties
40020,FV,1973-07-02,2022-09-30,87.85,1990-10-01 09:00:00,2022-10-01 08:00:00,99.05,NaN,2.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
40021,FL,1975-02-01,2022-09-30,78.73,1990-10-01 09:00:00,2022-10-01 08:00:00,98.90,NaN,7.30,20-Dec-2019 13:15:30,13.24,10.68,0.00,28.80,0.06,45.46,-44.36,31.17,-30.30,27.95,-27.63,18.93,-18.84,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
