gauge_id,sand_perc,sand_perc_missing,silt_perc,silt_perc_missing,clay_perc,clay_perc_missing,organic_perc,organic_perc_missing,bulkdens,bulkdens_missing,bulkdens_5,bulkdens_50,bulkdens_95,tawc,tawc_missing,tawc_5,tawc_50,tawc_95,porosity_cosby,porosity_cosby_missing,porosity_cosby_5,porosity_cosby_50,porosity_cosby_95,porosity_hypres,porosity_hypres_missing,porosity_hypres_5,porosity_hypres_50,porosity_hypres_95,conductivity_cosby,conductivity_cosby_missing,conductivity_cosby_5,conductivity_cosby_50,conductivity_cosby_95,conductivity_hypres,conductivity_hypres_missing,conductivity_hypres_5,conductivity_hypres_50,conductivity_hypres_95,root_depth,root_depth_missing,root_depth_5,root_depth_50,root_depth_95,soil_depth_pelletier,soil_depth_pelletier_missing,soil_depth_pelletier_5,soil_depth_pelletier_50,soil_depth_pelletier_95
33007,65.92,0.00,17.99,0.00,16.09,0.00,0.50,0.00,1.50,0.00,1.35,1.50,1.70,80.92,0.00,34.18,91.03,112.23,40.54,0.00,37.68,39.41,44.86,39.80,0.00,32.00,39.00,47.00,2.38,0.00,1.02,3.78,6.93,1.59,0.00,1.10,1.67,2.81,1.20,0.00,0.50,1.30,1.30,5.38,0.00,1.00,1.00,50.00
33012,24.81,0.00,27.85,0.00,47.34,0.00,0.65,0.00,1.25,0.00,1.23,1.24,1.35,88.54,0.00,40.97,82.15,112.23,45.22,0.00,44.35,45.24,46.04,50.76,0.00,47.00,51.00,52.00,0.61,0.00,0.50,0.62,1.02,0.71,0.00,0.56,0.60,1.15,1.24,0.00,0.50,1.30,1.30,2.64,0.00,1.00,1.00,4.00
33013,52.20,0.00,24.27,0.00,23.53,0.00,0.62,0.00,1.42,0.00,1.23,1.37,1.74,86.16,0.00,41.19,95.00,112.23,42.22,0.00,37.68,43.83,46.04,43.18,0.00,32.00,45.00,52.00,1.35,0.00,0.50,1.34,6.93,1.21,0.00,0.60,1.34,2.48,1.23,0.00,0.50,1.30,1.30,2.45,0.00,1.00,1.00,4.00
33014,58.39,0.00,18.07,0.00,23.54,0.00,0.60,0.00,1.46,0.00,1.23,1.41,1.74,77.60,0.00,63.19,79.82,110.92,41.34,0.00,37.68,39.41,46.04,41.89,0.00,32.00,42.00,52.00,1.29,0.00,0.50,3.78,6.93,1.09,0.00,0.56,1.36,2.48,1.24,0.00,0.70,1.30,1.30,4.06,0.00,1.00,1.00,26.00
33018,25.72,0.00,30.33,0.00,43.95,0.00,0.63,0.00,1.27,0.00,1.22,1.24,1.36,90.98,0.00,40.97,98.08,112.23,45.22,0.00,44.10,45.12,46.04,50.13,0.00,46.00,51.00,53.00,0.64,0.00,0.50,0.62,1.21,0.73,0.00,0.49,0.60,1.26,1.22,0.00,0.50,1.30,1.30,1.09,0.00,1.00,1.00,2.00
33019,55.83,0.00,24.62,0.00,19.55,0.00,0.80,0.00,1.46,0.00,1.35,1.36,1.70,93.46,0.00,63.19,110.92,112.23,41.85,0.00,37.68,44.10,44.86,41.98,0.00,32.00,46.00,47.00,1.67,0.00,1.02,1.21,6.93,1.37,0.00,1.10,1.26,1.90,1.28,0.00,1.30,1.30,1.30,5.96,0.00,1.00,1.00,40.00
33020,24.25,0.07,28.72,0.07,47.03,0.07,0.65,0.07,1.25,0.07,1.23,1.24,1.35,88.05,0.07,40.97,82.15,110.92,45.31,0.07,44.35,45.33,46.04,50.81,0.07,47.00,51.00,52.00,0.60,0.07,0.50,0.62,1.02,0.70,0.07,0.60,0.60,1.15,1.26,0.07,0.50,1.30,1.30,8.38,0.00,1.00,1.00,50.00
33021,58.31,0.00,17.72,0.00,23.97,0.00,0.73,0.00,1.43,0.00,1.23,1.52,1.55,64.44,0.00,34.18,81.38,106.08,41.33,0.00,39.05,39.68,46.04,42.79,0.00,38.00,38.00,52.00,1.41,0.00,0.50,3.93,4.63,1.27,0.00,0.60,1.85,2.48,0.91,0.00,0.50,1.30,1.30,14.35,0.00,1.00,1.00,50.00
33022,42.78,0.00,24.18,0.00,33.04,0.00,0.62,0.00,1.36,0.00,1.23,1.35,1.70,83.60,0.00,34.18,82.15,110.92,43.20,0.00,37.68,44.35,46.04,45.95,0.00,32.00,47.00,52.00,0.91,0.00,0.50,1.21,6.93,0.93,0.00,0.57,1.11,2.48,1.19,0.00,0.50,1.30,1.30,2.55,0.00,1.00,1.00,3.00
33023,53.87,0.00,18.35,0.00,27.79,0.00,0.67,0.00,1.42,0.00,1.23,1.41,1.70,66.36,0.00,31.73,75.37,83.68,41.82,0.00,37.78,39.68,46.04,43.37,0.00,32.00,42.00,52.00,1.09,0.00,0.50,3.93,6.80,1.00,0.00,0.56,1.67,2.60,1.07,0.00,0.30,1.30,1.30,13.63,0.00,1.00,1.00,50.00
33024,46.62,0.00,21.66,0.00,31.72,0.00,0.76,0.00,1.37,0.00,1.23,1.27,1.65,66.37,0.00,34.18,81.38,106.08,42.70,0.00,38.17,44.35,46.04,45.51,0.00,34.00,50.00,52.00,0.93,0.00,0.50,0.75,6.03,0.93,0.00,0.56,0.81,2.48,1.00,0.00,0.50,1.30,1.30,4.13,0.00,1.00,1.00,50.00
33026,30.50,0.00,27.79,0.00,41.71,0.00,0.63,0.00,1.29,0.00,1.22,1.24,1.52,90.01,0.00,48.17,82.15,110.92,44.62,0.00,39.38,45.12,46.04,49.08,0.00,38.00,51.00,53.00,0.69,0.00,0.50,0.65,4.19,0.75,0.00,0.49,0.60,1.85,1.25,0.00,0.50,1.30,1.30,3.64,0.00,1.00,1.00,24.00
33028,39.23,0.00,24.79,0.00,35.98,0.00,0.56,0.00,1.36,0.00,1.22,1.25,1.70,87.63,0.00,63.19,82.15,112.23,43.60,0.00,37.68,44.86,46.04,46.46,0.00,32.00,50.00,53.00,0.79,0.00,0.50,0.65,6.93,0.81,0.00,0.49,0.81,1.67,1.27,0.00,1.30,1.30,1.30,1.25,0.00,1.00,1.00,3.00
33029,76.78,0.00,11.62,0.00,11.59,0.00,0.72,0.00,1.57,0.00,1.34,1.65,1.70,74.48,0.00,63.19,63.88,110.92,39.17,0.00,37.68,37.78,44.10,36.97,0.00,32.00,34.00,46.00,3.33,0.00,1.21,6.46,6.93,1.62,0.00,1.10,1.67,2.81,1.27,0.00,0.70,1.30,1.30,29.93,0.00,1.00,39.00,50.00
33031,27.47,0.00,28.47,0.00,44.06,0.00,0.61,0.00,1.28,0.00,1.22,1.23,1.49,91.50,0.00,63.88,82.15,112.23,44.97,0.00,38.95,45.83,46.04,49.82,0.00,37.02,52.00,53.00,0.63,0.00,0.50,0.54,3.19,0.69,0.00,0.49,0.60,1.60,1.29,0.00,1.30,1.30,1.30,1.30,0.00,1.00,1.00,3.00
33032,68.53,0.00,15.45,0.00,16.02,0.00,0.56,0.00,1.49,0.00,1.35,1.50,1.63,79.72,0.00,34.18,91.03,112.23,40.18,0.00,39.05,39.38,44.86,40.08,0.00,36.00,39.00,47.00,2.80,0.00,1.02,3.78,4.99,1.69,0.00,1.10,1.78,2.48,1.12,0.00,0.50,1.30,1.30,2.41,0.00,1.00,1.00,13.00
33033,48.43,0.00,23.45,0.00,28.12,0.00,0.77,0.00,1.37,0.00,1.23,1.35,1.55,77.64,0.00,34.18,82.15,106.08,42.58,0.00,39.05,43.28,46.04,45.11,0.00,38.00,46.00,52.00,1.16,0.00,0.50,1.29,4.63,1.12,0.00,0.60,1.18,2.48,1.08,0.00,0.50,1.30,1.30,1.15,0.00,1.00,1.00,2.00
33034,56.69,0.00,23.27,0.00,20.04,0.00,1.32,0.00,1.44,0.00,1.23,1.37,1.74,91.42,0.00,63.19,95.48,112.23,41.71,0.00,37.68,43.83,44.86,42.49,0.00,32.00,45.00,52.00,1.62,0.00,0.75,1.34,6.93,1.35,0.00,0.81,1.34,2.81,1.26,0.00,0.70,1.30,1.30,5.16,0.00,1.00,1.00,32.00
33035,57.02,0.00,20.32,0.00,22.66,0.00,3.33,0.00,1.36,0.00,0.24,1.37,1.70,88.19,0.00,34.18,82.15,221.88,41.56,0.00,37.68,40.63,46.04,45.15,0.00,32.00,44.00,85.00,1.45,0.00,0.50,2.57,6.93,1.29,0.00,0.60,1.67,3.77,1.16,0.00,0.50,1.30,1.30,18.97,0.00,1.00,1.00,50.00
33039,27.21,0.00,28.86,0.00,43.93,0.00,0.64,0.00,1.28,0.00,1.22,1.23,1.39,91.84,0.00,63.88,91.03,110.92,45.01,0.00,43.72,45.21,46.04,49.92,0.00,44.00,52.00,53.00,0.65,0.00,0.50,0.54,1.39,0.71,0.00,0.49,0.60,1.36,1.26,0.00,1.30,1.30,1.30,2.49,0.00,1.00,1.00,4.00
33053,51.61,0.00,20.39,0.00,28.00,0.00,0.76,0.00,1.39,0.00,1.23,1.41,1.55,65.36,0.00,34.18,81.38,89.02,42.13,0.00,39.05,39.68,46.04,44.43,0.00,38.00,42.00,52.00,1.12,0.00,0.50,3.93,4.63,1.06,0.00,0.56,1.85,2.48,0.99,0.00,0.50,1.30,1.30,3.43,0.00,1.00,1.00,28.00
33054,74.74,0.00,12.89,0.00,12.38,0.00,0.52,0.00,1.55,0.00,1.36,1.55,1.70,66.62,0.00,34.18,63.88,108.30,39.43,0.00,37.68,39.38,43.99,37.68,0.00,32.00,38.00,45.70,3.65,0.00,1.21,4.14,6.93,1.76,0.00,1.26,1.78,2.48,1.03,0.00,0.50,1.30,1.30,9.92,0.00,1.00,1.00,50.00
33058,27.13,0.00,29.67,0.00,43.19,0.00,0.71,0.00,1.28,0.00,1.22,1.23,1.41,90.57,0.00,40.97,98.08,112.23,45.05,0.00,43.73,45.21,46.04,49.66,0.00,43.00,52.00,53.00,0.65,0.00,0.50,0.54,1.43,0.71,0.00,0.49,0.60,1.57,1.18,0.00,0.30,1.30,1.30,1.37,0.00,1.00,1.00,3.00
34002,39.33,0.00,34.05,0.00,26.61,0.00,0.47,0.00,1.37,0.00,1.35,1.36,1.46,106.57,0.00,95.00,110.92,112.23,43.93,0.00,40.21,44.10,44.86,45.66,0.00,41.00,46.00,47.00,1.22,0.00,1.02,1.21,2.85,1.23,0.00,1.10,1.26,1.53,1.30,0.00,1.30,1.30,1.30,21.25,0.00,1.00,22.00,50.00
34003,49.95,0.00,26.59,0.00,23.45,0.00,0.42,0.00,1.42,0.00,1.34,1.36,1.63,101.29,0.00,82.29,110.92,112.23,42.54,0.00,39.16,44.10,44.86,43.48,0.00,36.00,46.00,47.00,1.53,0.00,1.02,1.21,4.99,1.34,0.00,1.10,1.26,1.78,1.30,0.00,1.30,1.30,1.30,13.82,0.00,1.00,2.00,50.00
34004,49.48,0.00,27.01,0.00,23.50,0.00,0.43,0.00,1.41,0.00,1.35,1.37,1.50,100.92,0.00,91.03,95.48,112.23,42.60,0.00,39.38,43.83,44.86,43.59,0.00,39.00,45.00,47.00,1.52,0.00,1.02,1.34,3.78,1.34,0.00,1.10,1.34,1.78,1.30,0.00,1.30,1.30,1.30,4.80,0.00,1.00,1.00,31.00
34005,41.77,0.00,32.44,0.00,25.78,0.00,0.46,0.00,1.38,0.00,1.35,1.36,1.50,104.63,0.00,91.03,110.92,112.23,43.61,0.00,39.38,44.10,44.86,45.15,0.00,39.00,46.00,47.00,1.28,0.00,1.02,1.21,3.78,1.25,0.00,1.10,1.26,1.53,1.30,0.00,1.30,1.30,1.30,1.52,0.00,1.00,1.00,3.00
34006,38.59,0.00,34.16,0.00,27.24,0.00,3.17,0.00,1.28,0.00,0.24,1.36,1.45,113.84,0.00,95.00,110.92,221.88,44.01,0.00,40.63,44.10,44.86,48.68,0.00,42.00,46.00,82.01,1.18,0.00,1.02,1.21,2.57,1.27,0.00,1.10,1.26,3.29,1.30,0.00,1.30,1.30,1.30,24.06,0.00,1.00,24.00,50.00
34007,38.13,0.00,35.28,0.00,26.59,0.00,0.78,0.00,1.36,0.00,1.35,1.37,1.37,103.38,0.00,95.48,95.48,112.23,44.10,0.00,43.83,43.83,44.86,45.98,0.00,45.00,45.00,47.00,1.21,0.00,1.02,1.34,1.34,1.25,0.00,1.10,1.34,1.34,1.30,0.00,1.30,1.30,1.30,35.59,0.00,1.00,45.00,50.00
34008,56.12,0.00,21.91,0.00,21.96,0.00,0.38,0.00,1.44,0.00,1.35,1.47,1.65,98.69,0.00,63.19,93.68,112.23,41.72,0.00,37.78,39.79,44.86,42.41,0.00,34.00,41.00,47.00,1.77,0.00,1.02,3.22,6.46,1.41,0.00,1.10,1.36,1.90,1.30,0.00,1.30,1.30,1.30,33.92,0.00,17.00,32.00,50.00
34010,38.47,0.00,33.33,0.00,28.20,0.00,4.19,0.00,1.25,0.00,0.24,1.35,1.46,119.72,0.00,95.00,112.23,221.88,43.99,0.00,40.21,44.10,45.83,50.07,0.00,41.00,47.00,85.00,1.13,0.00,0.56,1.11,2.85,1.24,0.00,0.74,1.26,3.77,1.30,0.00,1.30,1.30,1.30,4.04,0.00,1.00,1.00,24.00
34011,58.01,0.00,21.32,0.00,20.67,0.00,0.40,0.00,1.45,0.00,1.35,1.46,1.65,95.58,0.00,63.19,95.00,112.23,41.50,0.00,37.78,40.21,44.86,41.78,0.00,34.00,41.00,47.00,1.90,0.00,1.02,2.85,6.46,1.44,0.00,1.10,1.53,1.90,1.30,0.00,1.30,1.30,1.30,1.28,0.00,1.00,1.00,2.00
34012,66.80,0.00,16.56,0.00,16.64,0.00,0.56,0.00,1.48,0.00,1.35,1.50,1.61,77.88,0.00,34.18,91.03,112.23,40.40,0.00,39.05,39.38,44.86,40.33,0.00,34.47,39.00,47.00,2.62,0.00,1.02,3.78,4.91,1.68,0.00,1.10,1.78,2.48,1.08,0.00,0.50,1.30,1.30,4.54,0.00,1.00,1.00,24.00
35003,45.80,0.00,30.13,0.00,24.07,0.00,0.46,0.00,1.41,0.00,1.35,1.36,1.70,101.73,0.00,63.88,110.92,112.23,43.11,0.00,37.68,44.10,44.86,44.11,0.00,32.00,46.00,47.00,1.38,0.00,1.02,1.21,6.93,1.28,0.00,1.10,1.26,1.78,1.30,0.00,1.30,1.30,1.30,26.73,0.00,1.00,25.00,50.00
35008,37.20,0.00,29.60,0.00,33.19,0.00,0.56,0.00,1.34,0.00,1.23,1.36,1.50,95.14,0.00,82.15,95.48,112.23,43.99,0.00,39.38,44.10,46.04,46.76,0.00,39.00,46.00,52.00,0.92,0.00,0.50,1.21,3.78,0.97,0.00,0.60,1.26,1.78,1.30,0.00,1.30,1.30,1.30,15.75,0.00,1.00,1.00,50.00
36003,32.59,0.00,25.42,0.00,41.99,0.00,0.57,0.00,1.29,0.00,1.23,1.27,1.50,94.81,0.00,81.38,91.03,110.92,44.32,0.00,39.38,44.35,46.04,48.90,0.00,39.00,50.00,52.00,0.72,0.00,0.50,0.75,3.78,0.79,0.00,0.60,0.81,1.78,1.30,0.00,1.30,1.30,1.30,1.19,0.00,1.00,1.00,2.00
36006,28.96,0.00,26.59,0.00,44.45,0.00,0.63,0.00,1.28,0.00,1.23,1.24,1.50,86.81,0.00,75.37,82.15,106.08,44.74,0.00,39.38,45.21,46.04,49.72,0.00,39.00,51.00,52.00,0.65,0.00,0.50,0.65,3.78,0.71,0.00,0.56,0.60,1.78,1.30,0.00,1.30,1.30,1.30,1.79,0.00,1.00,1.00,7.00
36009,19.37,0.00,30.24,0.00,50.39,0.00,0.69,0.00,1.23,0.00,1.23,1.23,1.24,82.98,0.00,75.37,82.15,82.15,45.88,0.00,44.36,46.04,46.04,51.85,0.00,50.02,52.00,52.00,0.51,0.00,0.50,0.50,0.65,0.61,0.00,0.56,0.60,0.60,1.30,0.00,1.30,1.30,1.30,1.24,0.00,1.00,1.00,2.00
36010,20.63,0.00,29.15,0.00,50.22,0.00,0.70,0.00,1.24,0.00,1.23,1.23,1.26,82.67,0.00,75.37,82.15,93.03,45.71,0.00,44.35,46.04,46.04,51.70,0.00,50.00,52.00,52.00,0.53,0.00,0.50,0.50,0.70,0.61,0.00,0.56,0.60,0.80,1.30,0.00,1.30,1.30,1.30,1.04,0.00,1.00,1.00,1.00
36011,21.73,0.00,27.99,0.00,50.29,0.00,0.71,0.00,1.24,0.00,1.23,1.23,1.26,80.08,0.00,75.37,82.15,82.15,45.55,0.00,44.62,46.04,46.04,51.60,0.00,51.00,52.00,52.00,0.55,0.00,0.50,0.50,0.65,0.60,0.00,0.56,0.60,0.80,1.30,0.00,1.30,1.30,1.30,1.07,0.00,1.00,1.00,2.00
36012,21.79,0.00,28.50,0.00,49.71,0.00,0.69,0.00,1.24,0.00,1.23,1.23,1.27,84.10,0.00,75.37,82.15,106.08,45.56,0.00,44.35,46.04,46.04,51.53,0.00,50.00,52.00,52.00,0.55,0.00,0.50,0.50,0.75,0.63,0.00,0.56,0.60,0.81,1.30,0.00,1.30,1.30,1.30,1.04,0.00,1.00,1.00,1.00
37001,23.61,0.00,29.65,0.00,46.74,0.00,0.64,0.00,1.26,0.00,1.23,1.23,1.35,90.46,0.00,75.37,82.15,112.23,45.42,0.00,44.32,45.95,46.04,50.85,0.00,47.00,52.00,52.00,0.59,0.00,0.50,0.50,1.02,0.68,0.00,0.56,0.60,1.10,1.30,0.00,1.30,1.30,1.30,2.21,0.00,1.00,1.00,8.00
37003,43.03,0.00,22.41,0.00,34.56,0.00,0.52,0.00,1.36,0.00,1.23,1.27,1.65,89.15,0.00,68.44,91.03,112.23,43.11,0.00,37.89,44.62,46.04,46.01,0.00,34.00,50.00,52.00,0.86,0.00,0.50,0.75,6.46,0.88,0.00,0.60,0.81,1.78,1.30,0.00,1.30,1.30,1.30,1.79,0.00,1.00,1.00,2.00
37005,36.85,0.00,25.39,0.00,37.76,0.00,0.57,0.00,1.33,0.00,1.23,1.24,1.50,88.81,0.00,75.37,82.15,110.92,43.87,0.00,39.38,44.62,46.04,47.48,0.00,39.00,51.00,52.00,0.78,0.00,0.50,0.65,3.78,0.81,0.00,0.56,0.60,1.78,1.30,0.00,1.30,1.30,1.30,1.51,0.00,1.00,1.00,3.00
37008,33.98,0.00,26.31,0.00,39.71,0.00,0.58,0.00,1.31,0.00,1.23,1.24,1.50,89.33,0.00,75.37,82.15,112.23,44.20,0.00,39.38,44.86,46.04,48.22,0.00,39.00,51.00,52.00,0.73,0.00,0.50,0.65,3.78,0.78,0.00,0.56,0.60,1.78,1.30,0.00,1.30,1.30,1.30,1.24,0.00,1.00,1.00,2.00
37009,48.93,0.00,21.83,0.00,29.24,0.00,0.47,0.00,1.39,0.00,1.23,1.36,1.60,92.17,0.00,76.44,91.03,112.23,42.47,0.00,39.16,44.10,46.04,44.40,0.00,36.00,46.00,52.00,1.09,0.00,0.50,1.21,4.70,1.03,0.00,0.60,1.26,1.78,1.30,0.00,1.30,1.30,1.30,1.57,0.00,1.00,1.00,2.00
37010,33.37,0.00,26.35,0.00,40.28,0.00,0.60,0.00,1.31,0.00,1.23,1.24,1.50,88.56,0.00,75.37,82.15,110.92,44.27,0.00,39.38,44.86,46.04,48.35,0.00,39.00,51.00,52.00,0.71,0.00,0.50,0.65,3.78,0.77,0.00,0.56,0.60,1.78,1.30,0.00,1.30,1.30,1.30,2.24,0.00,1.00,1.00,3.00
37011,27.94,0.00,27.95,0.00,44.11,0.00,0.64,0.00,1.28,0.00,1.23,1.23,1.50,86.16,0.00,75.37,82.15,111.39,44.90,0.00,39.38,46.04,46.04,49.80,0.00,39.00,52.00,52.00,0.64,0.00,0.50,0.50,3.78,0.70,0.00,0.56,0.60,1.78,1.30,0.00,1.30,1.30,1.30,1.06,0.00,1.00,1.00,2.00
37018,26.12,0.00,33.54,0.00,40.33,0.00,0.55,0.00,1.29,0.00,1.23,1.23,1.36,107.97,0.00,105.45,105.45,112.23,45.30,0.00,44.10,45.95,45.95,49.45,0.00,46.00,52.00,52.00,0.67,0.00,0.50,0.50,1.21,0.76,0.00,0.57,0.57,1.26,1.30,0.00,1.30,1.30,1.30,3.17,0.00,1.00,1.00,22.00
37019,26.39,0.00,32.66,0.00,40.95,0.00,0.56,0.00,1.29,0.00,1.23,1.24,1.36,106.25,0.00,81.85,105.45,112.23,45.24,0.00,44.10,44.86,45.95,49.60,0.00,46.00,51.00,52.00,0.68,0.00,0.50,0.65,1.21,0.75,0.00,0.57,0.58,1.26,1.30,0.00,1.30,1.30,1.30,13.69,0.00,1.00,1.00,50.00
37020,29.87,0.00,27.81,0.00,42.32,0.00,0.61,0.00,1.29,0.00,1.23,1.23,1.50,87.68,0.00,75.37,82.15,112.23,44.69,0.00,39.38,46.04,46.04,49.22,0.00,39.00,52.00,52.00,0.66,0.00,0.50,0.50,3.78,0.73,0.00,0.56,0.60,1.78,1.30,0.00,1.30,1.30,1.30,1.06,0.00,1.00,1.00,2.00
37031,29.16,0.00,34.29,0.00,36.54,0.00,0.53,0.00,1.31,0.00,1.23,1.35,1.36,108.82,0.00,105.45,110.92,112.23,45.01,0.00,44.10,44.86,45.95,48.64,0.00,46.00,47.00,52.00,0.77,0.00,0.50,1.02,1.21,0.85,0.00,0.57,1.10,1.26,1.30,0.00,1.30,1.30,1.30,14.61,0.00,1.00,1.00,50.00
37033,34.29,0.00,37.00,0.00,28.70,0.00,0.46,0.00,1.35,0.00,1.35,1.35,1.36,111.42,0.00,110.92,112.23,112.23,44.57,0.00,44.10,44.86,44.86,46.75,0.00,46.00,47.00,47.00,1.05,0.00,1.02,1.02,1.21,1.12,0.00,1.10,1.10,1.26,1.30,0.00,1.30,1.30,1.30,4.48,0.00,1.00,1.00,20.00
38001,35.96,0.00,26.80,0.00,37.24,0.00,0.59,0.00,1.33,0.00,1.23,1.27,1.55,89.74,0.00,68.44,82.15,112.21,44.02,0.00,39.38,44.62,46.04,47.54,0.00,38.00,50.00,52.00,0.79,0.00,0.50,0.75,3.93,0.83,0.00,0.56,0.81,1.78,1.28,0.00,1.30,1.30,1.30,1.18,0.00,1.00,1.00,2.00
38003,45.72,0.00,26.72,0.00,27.56,0.00,0.48,0.00,1.38,0.00,1.24,1.35,1.55,98.51,0.00,75.37,99.12,122.16,42.99,0.00,39.38,43.28,44.86,44.78,0.00,38.00,46.00,51.00,1.33,0.00,0.65,1.29,3.93,1.19,0.00,0.59,1.18,1.85,1.28,0.00,1.30,1.30,1.30,1.04,0.00,1.00,1.00,1.00
38004,30.15,0.00,26.65,0.00,43.19,0.00,0.63,0.00,1.29,0.00,1.23,1.24,1.52,84.68,0.00,75.37,82.15,106.08,44.62,0.00,39.38,45.21,46.04,49.32,0.00,38.00,51.00,52.00,0.66,0.00,0.50,0.65,3.93,0.72,0.00,0.56,0.60,1.78,1.29,0.00,1.30,1.30,1.30,1.05,0.00,1.00,1.00,1.00
38007,23.84,0.00,28.21,0.00,47.95,0.00,0.67,0.00,1.25,0.00,1.23,1.24,1.27,86.77,0.00,75.37,82.15,106.08,45.34,0.00,44.35,45.21,46.04,51.08,0.00,50.00,51.00,52.00,0.59,0.00,0.50,0.65,0.75,0.67,0.00,0.56,0.60,0.81,1.30,0.00,1.30,1.30,1.30,1.10,0.00,1.00,1.00,2.00
38012,46.17,0.00,26.96,0.00,26.87,0.00,0.51,0.00,1.40,0.00,1.26,1.35,1.74,98.41,0.00,68.44,99.12,112.23,42.95,0.00,37.89,43.28,44.86,44.46,0.00,32.00,46.00,47.67,1.35,0.00,0.65,1.29,6.80,1.19,0.00,0.77,1.18,1.78,1.30,0.00,1.30,1.30,1.30,1.07,0.00,1.00,1.00,2.00
38014,28.37,0.00,31.69,0.00,39.94,0.00,0.55,0.00,1.29,0.00,1.23,1.27,1.36,106.92,0.00,99.12,105.45,112.23,44.99,0.00,43.28,44.86,45.95,49.09,0.00,46.00,47.57,52.00,0.71,0.00,0.50,1.02,1.29,0.78,0.00,0.57,0.79,1.26,1.30,0.00,1.30,1.30,1.30,5.98,0.00,1.00,1.00,50.00
38017,45.70,0.00,27.51,0.00,26.78,0.00,0.49,0.00,1.39,0.00,1.35,1.35,1.55,97.03,0.00,34.18,99.12,122.16,43.02,0.00,39.05,43.28,44.65,44.65,0.00,38.00,46.00,46.00,1.43,0.00,1.21,1.29,4.17,1.27,0.00,1.07,1.18,2.05,1.24,0.00,0.50,1.30,1.30,1.01,0.00,1.00,1.00,1.00
38018,43.75,0.00,26.60,0.00,29.64,0.00,0.63,0.00,1.37,0.00,1.23,1.35,1.55,90.78,0.00,44.86,99.12,112.23,43.19,0.00,39.05,44.10,45.95,45.19,0.00,38.00,46.00,52.00,1.09,0.00,0.50,1.29,4.19,1.03,0.00,0.57,1.18,1.85,1.17,0.00,0.30,1.30,1.30,1.18,0.00,1.00,1.00,2.00
38021,25.15,0.00,31.95,0.00,42.90,0.00,0.57,0.00,1.28,0.00,1.23,1.23,1.36,107.27,0.00,105.45,105.45,112.23,45.34,0.00,44.10,45.95,45.95,49.91,0.00,46.00,52.00,52.00,0.63,0.00,0.50,0.50,1.21,0.70,0.00,0.57,0.57,1.26,1.30,0.00,1.30,1.30,1.30,1.96,0.00,1.00,1.00,2.00
38026,21.19,0.00,28.96,0.00,49.85,0.00,0.67,0.00,1.24,0.00,1.23,1.23,1.27,86.03,0.00,75.37,82.15,106.08,45.65,0.00,44.35,46.04,46.04,51.58,0.00,50.00,52.00,52.00,0.54,0.00,0.50,0.50,0.75,0.63,0.00,0.56,0.60,0.81,1.30,0.00,1.30,1.30,1.30,1.08,0.00,1.00,1.00,2.00
38029,25.80,0.00,27.83,0.00,46.37,0.00,0.66,0.00,1.27,0.00,1.23,1.23,1.59,83.05,0.00,75.37,82.15,106.08,45.12,0.00,38.62,46.04,46.04,50.33,0.00,34.92,52.00,52.00,0.59,0.00,0.50,0.50,4.50,0.66,0.00,0.56,0.60,1.36,1.29,0.00,1.30,1.30,1.30,1.03,0.00,1.00,1.00,1.00
38030,35.37,0.00,27.19,0.00,37.44,0.00,0.59,0.00,1.32,0.00,1.23,1.26,1.50,89.70,0.00,75.37,82.15,112.23,44.09,0.00,39.38,44.64,46.04,47.67,0.00,39.00,51.00,52.00,0.79,0.00,0.50,0.65,3.78,0.83,0.00,0.56,0.80,1.78,1.30,0.00,1.30,1.30,1.30,1.04,0.00,1.00,1.00,1.00
39001,39.49,0.00,30.20,0.00,30.30,0.00,0.68,0.00,1.37,0.00,1.23,1.36,1.71,90.05,0.00,47.83,99.12,112.23,43.77,0.00,38.22,44.10,46.04,45.76,0.00,33.00,46.00,52.00,0.99,0.00,0.50,1.23,6.27,1.00,0.00,0.57,1.18,1.92,1.13,0.00,0.30,1.30,1.30,3.88,0.00,1.00,1.00,34.00
39002,35.33,0.00,31.39,0.00,33.27,0.00,0.71,0.00,1.34,0.00,1.23,1.36,1.55,82.53,0.00,44.86,82.15,112.23,44.25,0.00,39.10,44.35,46.04,46.90,0.00,38.00,46.00,52.00,0.86,0.00,0.50,1.21,4.42,0.96,0.00,0.57,1.11,2.02,1.00,0.00,0.30,1.30,1.30,3.41,0.00,1.00,1.00,13.00
39004,43.46,0.00,28.58,0.00,27.96,0.00,0.54,0.00,1.38,0.00,1.34,1.35,1.70,100.14,0.00,68.44,99.12,112.23,43.30,0.00,38.22,43.28,44.86,45.11,0.00,33.00,46.00,47.00,1.29,0.00,1.02,1.29,6.27,1.18,0.00,1.07,1.18,1.36,1.29,0.00,1.30,1.30,1.30,1.01,0.00,1.00,1.00,1.00
39005,61.53,0.00,20.89,0.00,17.58,0.00,0.80,0.00,1.53,0.00,1.35,1.36,1.74,90.82,0.00,68.44,99.12,112.23,41.11,0.00,37.89,43.28,44.86,39.75,0.00,32.00,46.00,47.00,1.96,0.00,1.02,1.29,6.80,1.21,0.00,1.10,1.25,1.27,1.30,0.00,1.30,1.30,1.30,16.24,0.00,1.00,1.00,50.00
